id,fullname,shortname,ttl,region,country,practicearea,productline,netcommitment,status,processingtype,approvalfy,closingfy
P107615,COTTON EXPORT CREDIT ENHANCEMENT,Cotton Export Credit Enhancem (Dropped),Bekzod Shamsiev,Europe And Central Asia,Tajikistan,Agriculture and Food,,7.17,Dropped,,2010,
P107393,Smallholder contract farming for HVA,Smallholder contract farming for HVA,Mona Sur,Other,World,Agriculture and Food,,null,Dropped,,2010,
P107296,,Drop TN-Agricultural Policy Modern.,William R. Sutton,Middle East And North Africa,Tunisia,Agriculture and Food,,50,Dropped,,2012,
P106691,Colombia Agricultural Transition II,CO Agricultural Transition II,Diego Arias Carballo,Latin America And Caribbean,Colombia,Agriculture and Food,,30,Dropped,,2011,
P106681,Brazilian Amazon Land Administration Study,DROPPED-BR Land & Admin,Malcolm D. Childress,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Dropped,,2008,
P106615,Agricultural Transition II,CO Agricultural Transition II,Wilhelmus Gerardus Janssen,Latin America And Caribbean,Colombia,Agriculture and Food,,30,Dropped,,2009,
P106203,Innovation in Rural and Agricultural Development,Innovation in Rural and Agric. Dev.,Shalini Viswanath,Africa,Africa,Agriculture and Food,,null,Dropped,,2014,
P106060,IR-Fisheries for the Caspian Sea,IR - Fisheries for the Caspian Sea,Kanta K. Rigaud,Middle East And North Africa,"Iran, Islamic Republic of",Agriculture and Food,,null,Dropped,,2012,
P105934,"DZ-RTA Agriculture ""Credit Mutuel Rural (CMR)""",DZ- RTA Agriculture Credit Mutuel Rural,Maurice Saade,Middle East And North Africa,Algeria,Agriculture and Food,,null,Dropped,,2012,
P105565,,CGIAR-Ag Coordination,"Irina I. Klytchnikova, Eija Pehu",Other,World,Agriculture and Food,,null,Active,,2014,
P104986,Regional Unit for Technical Assistance- RUTA-,Regional Unit for Tech. Assistance-RUTA-,Gregor V. Wolf,Latin America And Caribbean,Latin America,Agriculture and Food,,null,Closed,,2007,
P104869,Making Agricultural Markets Work for the Poor: Training and Policy Dialogue,3A-Rural Market Program Training (FY10),Josef Ludger Loening,Africa,Africa,Agriculture and Food,,null,Legacy Dropped,,2010,
P104853,,IR-Regional Dev. in Disadvantaged Areas,Alexander Kremer,Middle East And North Africa,"Iran, Islamic Republic of",Agriculture and Food,,null,Dropped,,2009,
P104840,Rural Land Market Development,MA-Rural Land Markets,Julian A. Lampietti,Middle East And North Africa,Morocco,Agriculture and Food,,null,Dropped,,2010,
P104530,Environment and Natural Resources,Env. & Natural Resources (Dropped),Peter A. Dewees,Europe And Central Asia,Turkey,Agriculture and Food,,240,Dropped,,2009,
P104464,Implementing the Agricultural Ministry's Territorial Development Strategy,DROPPED-Territorial Development Strategy,Carter J. Brandon,Latin America And Caribbean,Chile,Agriculture and Food,,0.16,Dropped,,2011,
P104031,Redistributive land reform: Can a consensus be reached?,Land Redistribution: E-discussion,Shalini Viswanath,Other,World,Agriculture and Food,,null,Dropped,,2014,
P103793,Design & Delivery of GDLN Content for LCR Sustainable Development Dept.,Design & Delivery of GDLN Content for SD,Bari L. Rabin Solomon,Latin America And Caribbean,Latin America,Agriculture and Food,,null,Legacy Dropped,,2007,
P103620,Agricultural Services Support Project,DROPPED:SD-Agricultural Services Support,Assaye Legesse,Africa,Sudan,Agriculture and Food,,15,Dropped,,2010,
P103556,Regional Training for Pro-Poor Agricultural Policies,Regional Training for Pro-Poor Agricultu,Shalini Viswanath,Africa,Western Africa,Agriculture and Food,,null,Dropped,,2014,
P103555,"Validation of Training Plans for Pro-Poor Agriculture Policies, GDLN activities",Validation of Training Plans for Pro-Poo,Shalini Viswanath,Africa,Western Africa,Agriculture and Food,,null,Dropped,,2014,
P103511,TZ:  Fertilizer Subsidy Study,Drop TZ-Fertilizer Subsidy Study (FY07),Henry F. Gordon,Africa,Tanzania,Agriculture and Food,,null,Dropped,,2008,
P102622,AFR: Avian Flu: resource mobilization -,3A-Avian Flu Resource Mobilization (FY07,Yves Jantzem,Africa,Africa,Agriculture and Food,,null,Active,,2007,
P102597,Cote d'Ivoire: Cocoa-Coffee Sector Study,Dropped:CI-Cocoa & Coffee Study (FY09),Bleoue Nicaise Ehoue,Africa,Cote d'Ivoire,Agriculture and Food,,null,Dropped,,2009,
P102583,Managing the Rural Transformation in South Asia,Managing the Rural Transformation in SAR,Dina Umali-Deininger,South Asia,South Asia,Agriculture and Food,,null,Dropped,,2009,
P102340,,ZW-Ag. Sector Dialogue (DR),Watson C. Chidawanyika,Africa,Zimbabwe,Agriculture and Food,,null,Dropped,,2007,
P102336,Agric Research and Productivity Improvement,Agric Competitiveness,Grahame Dixie,South Asia,Sri Lanka,Agriculture and Food,,35,Dropped,,2011,
P102326,Rural land markets,Rural Land Markets,Edward C. Cook,South Asia,India,Agriculture and Food,,null,Dropped,,2009,
P102311,Guinea-Bissau Agribusiness Development,GW-Agribusiness Development (DR),Renato Nardello,Africa,Guinea-Bissau,Agriculture and Food,,null,Dropped,,2008,
P101961,Timor Leste rural growth,TP-Rural Growth to be dropped,Shobha Shetty,East Asia And Pacific,Timor-Leste,Agriculture and Food,,null,Dropped,,2009,
P101905,Agricultural Exports Competitiveness Project,ID-Agricultural Exports Competitiveness,Shobha Shetty,East Asia And Pacific,Indonesia,Agriculture and Food,,66,Dropped,,2008,
P101506,Brazil Animal Health Project,DROPPED-BR ANIMAL HEALTH,Wilhelmus Gerardus Janssen,Latin America And Caribbean,Brazil,Agriculture and Food,,40,Dropped,,2009,
P101288,Central America Land Program Impact Study,DROPPED-6C Land Policy Study,Pedro Olinto,Latin America And Caribbean,Central America,Agriculture and Food,,null,Dropped,,2008,
P101283,IR-Agriculture Productivity Enhancement,IR-Agriculture Productivity Enhancement,Nabil M. Chaherli,Middle East And North Africa,"Iran, Islamic Republic of",Agriculture and Food,,null,Dropped,,2010,
P101241,Chile -- Key Issues in the Rural Sector,DROPPED-CL Rural Poverty,Carter J. Brandon,Latin America And Caribbean,Chile,Agriculture and Food,,null,Dropped,,2008,
P101030,Avian Influenza and Human Pandemic Preparedness and Response Project,Djibouti Avian Influenza,Jean-Philippe Tre,Middle East And North Africa,Djibouti,Agriculture and Food,,3,Dropped,,2007,
P100921,Avian and Human Influenza Facility,Avian and Human Influenza Facility,David Potten,Other,World,Agriculture and Food,,null,Closed,,2007,
P100576,Bhutan Agricultural Marketing Study,BT Agric Marketing,Grahame Dixie,South Asia,Bhutan,Agriculture and Food,,null,Dropped,,2011,
P100532,Second Rural Poverty Alleviation and Local Development Project,DROPPED-EC-2nd Rur Pov. Alleviat/LocDev.,Garry Charlier,Latin America And Caribbean,Ecuador,Agriculture and Food,,30,Dropped,,2008,
P099978,Avian Influenza Control & Human Pandemic Preparedness & Response Project,Avian Flu - UZ (dropped),Maurizio Guadagni,Europe And Central Asia,Uzbekistan,Agriculture and Food,,5,Dropped,,2007,
P099962,Contract Modeling for Agribusiness Development,SN-Contract Modeling for Agrib (DR),El Hadj Adama Toure,Africa,Senegal,Agriculture and Food,,null,Dropped,,2006,
P099949,Avian Influenza Control & Human Pandemic Preparedness & Response Project,Avian FLU - AZ (Dropped),Maurizio Guadagni,Europe And Central Asia,Azerbaijan,Agriculture and Food,,0,Dropped,,2006,
P099881,KENYA - Developing a Programmatic Approach to SLM through Strategic Planning and Capacity,KE-Programmatic Approach GEF (DR),Christine E. Cornelius,Africa,Kenya,Agriculture and Food,,3,Dropped,,2008,
P099857,Jammu & Kashmir Participatory Watershed Management,J&K Watersheds,Norman Bentley Piccioni,South Asia,India,Agriculture and Food,,120,Dropped,,2012,
P099850,Land Access and Administration,DROPPED-PY Land Access & Administration,Malcolm D. Childress,Latin America And Caribbean,Paraguay,Agriculture and Food,,30,Dropped,,2011,
P099525,Agriculture Sector Capacity Building Project,Agric Sector Capacity Building (Emergen),Alexander Kremer,Middle East And North Africa,Iraq,Agriculture and Food,,6,Dropped,,2008,
P099478,Guinea Bissau Land Tenure Issues and Policies,GW-Land Tenure Issues & Policies (DR),Renato Nardello,Africa,Guinea-Bissau,Agriculture and Food,,null,Dropped,,2006,
P098686,Agricultural Support Program,AO-Market Led Smalhoder Dev GEF (DR),Eduardo Luis Leao de Sousa,Africa,Angola,Agriculture and Food,,0,Dropped,,2006,
P098677,Maldives Fisheries Sector Outlook Study,Maldives Fisheries Outlook Study,Grant Milne,South Asia,Maldives,Agriculture and Food,,null,Dropped,,2006,
P098544,Environmental Services for Sustainable Land Management,NG-Env Svces & Sust Land Mgmt GEF (DR),Paola Agostini,Africa,Nigeria,Agriculture and Food,,0,Dropped,,2008,
P098265,Framework for African Agricultural Productivity,3A-Afr Agr Productivity Framework (FY06),David J. Nielson,Africa,Africa,Agriculture and Food,,null,Active,,2006,
P098094,"Senegal, Sustainable Land Management (TerrAfrica)",SN-Sustain Land Mgmt (DR),Peter Kristensen,Africa,Senegal,Agriculture and Food,,null,Dropped,,2007,
P097865,Southern Africa Development Community Agr. Prod. Program (SADC-APP),DROPPED: 3S-SADC APP (FY08),David J. Nielson,Africa,Southern Africa,Agriculture and Food,,10,Dropped,,2009,
P097623,"Biodiversity, Sustainable Production and Marketing  in Mesoamerica",DROPPED-6C GEF Biodiversity & Marketing,Josefina Stubbs,Latin America And Caribbean,Central America,Agriculture and Food,,9.1,Dropped,,2006,
P097326,Upper Egypt Integrated Governorates Development,EG-Upper EG Integrated Governorates Dev,Serdar Yilmaz,Middle East And North Africa,"Egypt, Arab Republic of",Agriculture and Food,,200,Dropped,,2010,
P097321,Rural Alliances - Bolivia,Rural Alliances - Bolivia,Shalini Viswanath,Latin America And Caribbean,Bolivia,Agriculture and Food,,null,Dropped,,2014,
P097305,Parana - Central Regional Development Project,DROPPED-BR-Parana Central Regional Dev.,Marianne Grosclaude,Latin America And Caribbean,Brazil,Agriculture and Food,,50.04,Dropped,,2012,
P097302,Support to the promotion of sustainable  land use (ZAI Technology)/ client Training),3A-AFC15 ZAI Technique (FY06),Reinhard Woytek,Africa,Africa,Agriculture and Food,,null,Legacy Dropped,,2006,
P097300,Support to the promotion of IK integration into CDD/NRM  projects,NG-IK Integration Supt (FY06),Reinhard Woytek,Africa,Nigeria,Agriculture and Food,,null,Legacy Dropped,,2006,
P097242,Bolivia - Land for Agricultural Development,Land Policy and Administration - Bolivia,Shalini Viswanath,Latin America And Caribbean,Bolivia,Agriculture and Food,,null,Dropped,,2014,
P097185,FARM DEBT RESOLUTION STUDY SUPPORT,Farm Debt Resol Study Spprt TA (Dropped),Thirumangalam V. Sampath,Europe And Central Asia,Tajikistan,Agriculture and Food,,null,Dropped,,2006,
P097174,MALAYSIA PARTNERSHIP PROG. FOR AG. STRATEGY,DROP-MAL. PARTNERSHIP PROG FOR AG. Str.,Mohamed N. Benali,East Asia And Pacific,Malaysia,Agriculture and Food,,null,Dropped,,2006,
P097155,Global Donor Platform for Rural Development,GDPRD,Nwanze Okidegbe,Other,World,Agriculture and Food,,null,Dropped,,2006,
P097082,Livelihood Enhancement & Asso. of the Poor (LEAP) Project in Siem Reap,KH Livelihood Enhancemt & Asso. the Poor,Mudita Chamroeun,East Asia And Pacific,Cambodia,Agriculture and Food,,15,Dropped,,2015,
P096937,Agriculture Development Policy Loan (DPL),Agriculture DPL (Dropped),Holger A. Kray,Europe And Central Asia,Romania,Agriculture and Food,,100,Dropped,,2006,
P096670,Development of training course on supply chains,Development of training course on supply,Shalini Viswanath,Africa,Africa,Agriculture and Food,,null,Dropped,,2014,
P096637,MALAYSIA PARTNERSHIP PROGRAM FOR AGRICULTURAL STRATEGY,drop-MAL PARTNER. PROG FR AGR STRAT,Mohamed N. Benali,East Asia And Pacific,Malaysia,Agriculture and Food,,null,Dropped,,2006,
P096624,Cambodia Land Policy and Strategy,dropped-KH Land Policy and Strategy,Steven N. Schonberger,East Asia And Pacific,Cambodia,Agriculture and Food,,null,Dropped,,2007,
P096576,Cotton Sector Reform Project,DROPPED: TD-Cotton Sec Reform SIL,Nicolas Ahouissoussi,Africa,Chad,Agriculture and Food,,15,Dropped,,2009,
P096557,Shanxi Saline Alkali Land Improvement,CN-Shanxi Saline Alkali Land Improvement,Gayane Minasyan,East Asia And Pacific,China,Agriculture and Food,,90,Dropped,,2010,
P096544,PRSPs and Rural Development Strategies - Africa,PRSPs and Rural Development Strategies,Shalini Viswanath,Africa,Western Africa,Agriculture and Food,,null,Dropped,,2014,
P096540,EC Rural Development Project,EC Rural Development Project,Oliver Braedt,East Asia And Pacific,Timor-Leste,Agriculture and Food,,null,Dropped,,2007,
P096523,DFID Grant for Participatory M&E Support,DFID China Participatory M&E,Alan L. Piazza,East Asia And Pacific,China,Agriculture and Food,,null,Dropped,,2010,
P096260,Hazard Mitigation in Rural Areas Project,Hazard Mitig in Rural Areas (Dropped),Cora Melania Shaw,Europe And Central Asia,Moldova,Agriculture and Food,,10,Dropped,,2008,
P095862,Iraq: Review of Agriculture Sector Development Issues: Contributions to Rural Development,Agriculture Sector Review,Matthias Grueninger,Middle East And North Africa,Iraq,Agriculture and Food,,null,Dropped,,2006,
P095848,WBG AGRICULTURE SECTOR REHABILITATION PROJECT,WBG AGRICULTURE SECTOR REHABILITATION,Colin S. Scott,Middle East And North Africa,West Bank and Gaza,Agriculture and Food,,0,Dropped,,2008,
P095592,Fisheries Revitalization Project,ID Fisheries Revitalization Project,Pawan G. Patil,East Asia And Pacific,Indonesia,Agriculture and Food,,8,Dropped,,2008,
P095404,Rural and NRM strategy for Ghana,GH-Rural & NRM Strtgy Policy Note (DR),Renato Nardello,Africa,Ghana,Agriculture and Food,,null,Dropped,,2006,
P095304,,DROPPED: CV-Rural Dev Assessment (FY09),Jean-Philippe Tre,Africa,Cabo Verde,Agriculture and Food,,null,Dropped,,2009,
P094625,GEF Adaptation to Climate Change Country Studies,GEF Adaptation Country Studies,Marian S. Delos Angeles,Africa,Africa,Agriculture and Food,,null,Legacy,,2005,
P094308,Iraq:  Emergency Farm Rehabilitation,Iraq:  Emergency Farm Rehabilitation,Matthias Grueninger,Middle East And North Africa,Iraq,Agriculture and Food,,40,Dropped,,2006,
P094289,Food Safety and Agricultural Health Action Plan,drop-Food Safety and Agricultural Health,Nguyen The Dung,East Asia And Pacific,Vietnam,Agriculture and Food,,null,Dropped,,2005,
P094255,Sergipe State Integrated Project: Rural Poverty,DROPPED-BR SE State Integ Proj: Rurl Pov,Jorge A. Munoz,Latin America And Caribbean,Brazil,Agriculture and Food,,20.8,Dropped,,2008,
P094219,Sustainable Grasslands and Livestock Management Systems in Western China,RDC: Grasslands & Livestock in W. China,Alyson Kleine,East Asia And Pacific,China,Agriculture and Food,,null,Legacy Dropped,,2005,
P094140,Economc Analysis of the Western Pacific Tuna Fishery,dropped-Pacific Fishery Analysis,Ronald D. Zweig,East Asia And Pacific,Pacific Islands,Agriculture and Food,,null,Dropped,,2006,
P094116,Nigeria Agricultural Productivity Program,NG-Agr Prod Prgm SIL (DR),Michael Morris,Africa,Nigeria,Agriculture and Food,,150,Dropped,,2006,
P094067,Biosafety in Centers of Biodiversity-Building Tech.Capacity in LAC for Safe Deployment of Transgenic Crops.,DROPPED-Biosafety in Centers of Biodiver,Matthew A. McMahon,Latin America And Caribbean,Latin America,Agriculture and Food,,5,Dropped,,2005,
P094062,Conservation and Sustainable Use of Neotropical Native Crops and Wild Relatives of Crops,DROPPED-6C GEF Regional Agrobiodiversity,Ethel Sennhauser,Latin America And Caribbean,Central America,Agriculture and Food,,10,Dropped,,2008,
P093825,Syr Darya Control and Northern Aral Sea Project - Phase II,SYR DARYA 2,Ahmed Shawky M. Abdel Ghany,Europe And Central Asia,Kazakhstan,Agriculture and Food,,165.8,Dropped,,2013,
P093387,Eritrea Integrated Rural Development,ER-Integrated Rural Development  (DR),Kazuki Itaya,Africa,Eritrea,Agriculture and Food,,42,Dropped,,2008,
P093136,Mahar Agricultural Competitiveness Project,Maharashtra Agricultural Competitiveness,Deepak Ahluwalia,South Asia,India,Agriculture and Food,,90,Dropped,,2009,
P093009,"Agricultural Markets, Food Saftey and Quality Standards - Burkina Faso",RDA: Ag. Markets and Food Safety - BF,Christophe B. G. Lesueur,Africa,Burkina Faso,Agriculture and Food,,null,Legacy Dropped,,2005,
P092848,Rural Development Support Project,KM-Rural Dev Support SIL (FY06),Ziva Razafintsalama,Africa,Comoros,Agriculture and Food,,6,Dropped,,2005,
P092514,Paraguay Land Administration,DROPPED-PY (CRL2) Land Administration,Malcolm D. Childress,Latin America And Caribbean,Paraguay,Agriculture and Food,,null,Dropped,,2006,
P091970,Equatorial Africa Deposition Network (EADN),Drop:3A -Equatorial AFR Deposition Netwo,William Leeds Lane,Africa,Africa,Agriculture and Food,,3.5,Dropped,,2008,
P091833,Building capacity of CEDRES on Territorial Development,RDB SDT Territorial Development,Shalini Viswanath,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Dropped,,2014,
P091716,Public Expenditure Tracking in Agriculture,3A-Public Expend. Tracking in Agric (DR),Franco Russo,Africa,Africa,Agriculture and Food,,null,Dropped,,2006,
P091218,BR Family Agriculture,DROPPED-BR (CRL2) Family Agriculture,Jorge A. Munoz,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Dropped,,2007,
P091162,BR Rio Grande do Sul Integrated Regional Development,DROPPED-BR RS Integ. Regional Dev,Michael G. Carroll,Latin America And Caribbean,Brazil,Agriculture and Food,,80,Dropped,,2009,
P091099,ENSAP: Water Shed Project,Dropped: 3A-EN Watershed MMgt,Herbert Acquay,Africa,Africa,Agriculture and Food,,0,Dropped,,2008,2008
P091085,Paraguay Land Administration,DROPPED-PY (CRL)2  Land Administration,Ethel Sennhauser,Latin America And Caribbean,Paraguay,Agriculture and Food,,null,Dropped,,2005,
P091078,NAMIBIA LAND REFORM DIALOGUE,NA-Land Reform Dialogue (DR),Rogier J. E. van den Brink,Africa,Namibia,Agriculture and Food,,null,Dropped,,2006,
P090903,Agricultural Competitiveness & Food Safety Project,Agr competitiveness (dropped),Matthias Grueninger,Europe And Central Asia,Ukraine,Agriculture and Food,,75,Dropped,,2008,
P090513,Land PSIA,Land PSIA,Isabel Graciela Lavadenz Paccieri,South Asia,Sri Lanka,Agriculture and Food,,null,Dropped,,2005,
P090498,,TA-Rural Land Policy Formulation,Edward C. Cook,South Asia,Afghanistan,Agriculture and Food,,null,Dropped,,2010,
P090497,Afghanistan Agricultural Strategy,AF Ag Strategy,Norman Bentley Piccioni,South Asia,Afghanistan,Agriculture and Food,,null,Dropped,,2006,
P090320,Georgia: JSDF grant for improving livelihood security in Kolkheti lowlands,Kolkheti Nat'l Park TA (JSDF) (Dropped),Shahridan Faiez Bin Mohideen Abdul Kader,Europe And Central Asia,Georgia,Agriculture and Food,,null,Dropped,,2006,
P090257,Fisheries Revitalization Project,ID Fisheries Revitalization Project,Pawan G. Patil,East Asia And Pacific,Indonesia,Agriculture and Food,,80,Dropped,,2008,
P089928,CL  Impact of Trade Agreements on Agriculture,DROPPED-CL  Impact of Trade Agree.onAgr,Carter J. Brandon,Latin America And Caribbean,Chile,Agriculture and Food,,null,Dropped,,2006,
P089716,Reducing vulnerability through agricultural commodity risk management,RDA Ag commodity risk management,Shalini Viswanath,Africa,Eastern Africa,Agriculture and Food,,null,Dropped,,2014,
P089691,Building capacity of rural training institutions to deliver content through GDLN,RD CEF ToT for GDLN,Shalini Viswanath,Africa,Western Africa,Agriculture and Food,,null,Dropped,,2014,
P089484,Second Uttar Pradesh Diversified Agriculture Support Project,UP DASP II,Tekola Dejene,South Asia,India,Agriculture and Food,,149.2,Dropped,,2009,
P089108,Agricultural Sector Wide Approach Project,CM -Agr Sector Wide Approach SIL (FY07),Ousmane Seck,Africa,Cameroon,Agriculture and Food,,19.5,Dropped,,2005,
P088790,Strengthening institutional capacity for strategic environmental planning,RDB CENA NRPP,Cary Anne Cadman,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2004,
P088629,Long term trends of the international cashew market and opportunities for SSA producers,ML-Cashew Market Study,Patrick Labaste,Africa,Mali,Agriculture and Food,,null,Dropped,,2004,
P088495,Capacity Building for Impact Evaluation of Land Reform Programs,ZA-IDF CB Impact Eval Land Ref (DR),Rogier J. E. van den Brink,Africa,South Africa,Agriculture and Food,,0.15,Dropped,,2007,
P088222,Sustainable Rural Initiatives Pilot Project,dropped SB-Sust Rural Init. Pilot,Steven William Oliver,East Asia And Pacific,Solomon Islands,Agriculture and Food,,null,Dropped,,2007,
P087950,Strengthening Agricultural Statistics for Poverty Reduction and Food Security in Rural Africa,FAO Stengthening Agricultural Statistics,Mustafa Dinc,Africa,Africa,Agriculture and Food,,null,Dropped,,2007,
P087419,Integrated Water Resources Management,DROPPED-AR Integr.Water Resources Mngmt.,Carter J. Brandon,Latin America And Caribbean,Argentina,Agriculture and Food,,80,Dropped,,2006,
P087411,Strategic partnership for sustainable Fisheries Investment Fund in Sub-Saharan Africa,3A-Fisheries Partnership TAL (DR),John Virdin,Africa,Africa,Agriculture and Food,,0,Dropped,,2008,2006
P087384,Evaluation of Land Admin. Programs,6L (CRL1) MultiCtry Land Adm ImpactAnaly,Jorge A. Munoz,Latin America And Caribbean,Latin America,Agriculture and Food,,null,Dropped,,2005,
P087123,Agriculture Sector Reform Project,KE-Agr Sec Reform PSL (FY07),Christine E. Cornelius,Africa,Kenya,Agriculture and Food,,90,Dropped,,2005,
P087105,LAND FUND II APL,DROPPED-GT LAND FUND II APL,Nadim Khouri,Latin America And Caribbean,Guatemala,Agriculture and Food,,23,Dropped,,2006,
P086635,Productivity Enhancement and Export Promotion,IR-Productivity Enhanc. & Export Prom.,Nabil M. Chaherli,Middle East And North Africa,"Iran, Islamic Republic of",Agriculture and Food,,20,Dropped,,2008,
P086626,Agricultural Competitiveness and Sustainable Rural Development (CADERS),DROPPED-EC Agric Competitiveness&Rural,Garry Charlier,Latin America And Caribbean,Ecuador,Agriculture and Food,,20.9,Dropped,,2008,
P086547,,MENA Reg'l Initiative for Dryland Mngmt.,Matthias Grueninger,Middle East And North Africa,Middle East and North Africa,Agriculture and Food,,null,Dropped,,2006,
P086380,Cotton Sector Policy Support in West and Central Africa,Cotton Sector Policies in WCA,Ousmane Badiane,Africa,Africa,Agriculture and Food,,null,Dropped,,2004,
P086094,Agricultural Market Development Project,ET-Agr Market Dev SIL (DR),Karen Mcconnell Brooks,Africa,Ethiopia,Agriculture and Food,,54,Dropped,,2006,
P085570,India Agricultural Policy Workshop,Agricultural Policy Workshop,Dina Umali-Deininger,South Asia,India,Agriculture and Food,,null,Dropped,,2004,
P085533,Agricultural Productivity,DROPPED-MX Agricultural Productivity II,Michael G. Carroll,Latin America And Caribbean,Mexico,Agriculture and Food,,160,Dropped,,2008,
P084957,,VN Agricultural Diversification Proj. 2,Andrew D. Goodland,East Asia And Pacific,Vietnam,Agriculture and Food,,55,Dropped,,2008,
P084935,,DROP-VN - Poor Com. Infras. & Livelihood,Robin Mearns,East Asia And Pacific,Vietnam,Agriculture and Food,,50,Dropped,,2007,
P084895,,drop-ID - Raising R. Income & Employment,Stephen D. Mink,East Asia And Pacific,Indonesia,Agriculture and Food,,null,Dropped,,2006,
P084788,Tripura Rural Development,Tripura Rural Development,Deepak Ahluwalia,South Asia,India,Agriculture and Food,,60,Dropped,,2005,
P084676,Rural Service Delivery,Rural Service Delivery,Luis F. Constantino,South Asia,India,Agriculture and Food,,null,Dropped,,2004,
P084332,Nepal Accelerating Rural Sector Growth,NP Accelerating Rur Sec Growth,Adolfo Brizzi,South Asia,Nepal,Agriculture and Food,,null,Dropped,,2006,
P084312,BICOL BASIN CONSERVATION & BIODIVERSITY,drop-PH - BICOL BASIN CONSERV. & BIODIV.,Keith Robert A. Oblitas,East Asia And Pacific,Philippines,Agriculture and Food,,1.1,Dropped,,2004,
P084258,Balayan Bay Conservation and Biodiversity,drop-PH  - Balayan Bay Conserv & Biodiv.,Ronald D. Zweig,East Asia And Pacific,Philippines,Agriculture and Food,,0.75,Dropped,,2005,
P084084,Fertilizer Review,Fertilizer Policy Review,Mohinder S. Mudahar,South Asia,Bangladesh,Agriculture and Food,,null,Dropped,,2005,
P083814,Egypt SIWA,EG Siwa,Marie-Helene Collion,Middle East And North Africa,"Egypt, Arab Republic of",Agriculture and Food,,null,Dropped,,2005,
P083770,NOTE ON ENHANCING RURAL PRODUCTIVITY,Enhancing Rural Productivity (EW=>TA),Johan F. M. Swinnen,Europe And Central Asia,Latvia,Agriculture and Food,,null,Dropped,,2004,
P083671,NE Dialogues on Poverty Reduction - seminar 2 (social capital),RD: NE Dialogues 3 - Brazil,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P083670,NE Dialogues on Rural Poverty Reduction -2nd seminar,RD: NE Dialogue 2 - Brazil,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P083595,Kosovo Rural Support Services,Rural Support Services (Dropped),Aleksandar Nacev,Europe And Central Asia,Kosovo,Agriculture and Food,,5,Dropped,,2004,
P083358,Policy and Institutional Reforms for Sustainable Rural Development in Niger,Policy & Institutional Reforms SRD Niger,Patrick Verissimo,Africa,Niger,Agriculture and Food,,null,Legacy,,2004,
P083225,Smallholders Agricultural Productivity Support  Project,Smallholders agriculture support project,Amadou Alassane,Africa,Niger,Agriculture and Food,,25,Dropped,,2003,
P082832,,BO Support to Rural Development Strategy,Andrea L. J. Silverman,Latin America And Caribbean,Bolivia,Agriculture and Food,,null,Dropped,,2004,
P082799,Lessons Learned from WB Support to RPO,Lessons Learned from WB Support to RPO,Anuradha Mahajan,Other,World,Agriculture and Food,,null,Dropped,,2005,
P082499,Market Integration & Trade Surveillance,3A-Mrkt Integ & Trade Surveil SIL (FY05),Ismael S. Ouedraogo,Africa,Africa,Agriculture and Food,,10,Dropped,,2005,
P082418,Global Dialogues on Afghanistan: Rural Development,RD Global Dialogues on Afghanistan,Patrick Verissimo,South Asia,Afghanistan,Agriculture and Food,,null,Legacy,,2003,
P082147,Restructuring of China's Ministry of Agriculture Administration,RD MoA Reform China,Patrick Verissimo,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P082146,Evaluating Rural Development Programmes and Projects,RD Rural Development Evaluation NEBrazil,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P082145,Sustainable Rural Development and Poverty Reduction in NE Brazil,RD Rural Poverty Reduction NE Brazil 1B,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P081941,Consultation over biotechnology opportunities for SSA,3A-Reg Biotechnology in Africa (FY05),Renato Nardello,Africa,Africa,Agriculture and Food,,null,Dropped,,2005,
P081817,Rural Development Project,DROPPED-VE Rural Development Project,Matthew A. McMahon,Latin America And Caribbean,"Venezuela, Republica Bolivariana de",Agriculture and Food,,20,Dropped,,2007,
P081554,"RD: Land Policy and Administration, SADC","RD Land Policy & Administration, SADC",Patrick Verissimo,Africa,Southern Africa,Agriculture and Food,,null,Legacy,,2003,
P081553,"RD Promoting Agricultural Extension for Rural Poverty Reduction, South Asia","RD Agricultural Extension, S.Asia",Patrick Verissimo,South Asia,South Asia,Agriculture and Food,,null,Legacy,,2003,
P081552,RD Strategies for Poverty Alleviation in Western China (GDLN),RD Rural Poverty in W.China (GDLN),Patrick Verissimo,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P081551,"RD Agricultural Growth and the Environment, China","RD Agric. Growth & Environment, China",Patrick Verissimo,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P081550,"RD Sustainable Agriculture and Rural Development, China (CABS)",RD Sustainable Rural Devt in China CABS,Patrick Verissimo,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
